;City;Price [PLN];Price/sqr_meter [PLN];Area [m^2];Rooms;Level
6953;Cracow;745000.0;15204.0;49.0;2.0;1.0
6952;Cracow;699000.0;10754.0;65.0;3.0;5.0
6951;Cracow;599000.0;9508.0;63.0;3.0;0.0
6949;Cracow;520000.0;12381.0;42.0;2.0;3.0
7029;Cracow;590000.0;11132.0;53.0;3.0;0.0
7030;Cracow;360000.0;11191.0;32.17;2.0;0.0
7031;Cracow;495000.0;9994.0;49.53;2.0;3.0
7325;Cracow;715000.0;11594.0;61.67;3.0;0.0
7326;Cracow;599000.0;13246.0;45.22;2.0;0.0
7327;Cracow;899000.0;15589.0;57.67;3.0;1.0
7328;Cracow;810000.0;13092.0;61.87;4.0;1.0
7329;Cracow;759000.0;12260.0;61.91;3.0;10.0
7330;Cracow;679000.0;9985.0;68.0;3.0;0.0
7331;Cracow;615000.0;10982.0;56.0;3.0;10.0
7332;Cracow;749000.0;10142.0;73.85;3.0;1.0
7333;Cracow;440000.0;8148.0;54.0;3.0;2.0
7334;Cracow;819000.0;14683.0;55.78;3.0;0.0
7335;Cracow;729000.0;11614.0;62.77;4.0;5.0
7336;Cracow;299000.0;13000.0;23.0;1.0;3.0
7337;Cracow;650000.0;9701.0;67.0;3.0;1.0
7339;Cracow;729000.0;14580.0;50.0;3.0;5.0
7341;Cracow;525000.0;9404.0;55.83;3.0;0.0
7342;Cracow;792000.0;10985.0;72.1;3.0;2.0
7343;Cracow;425000.0;10119.0;42.0;2.0;8.0
7344;Cracow;569000.0;9006.0;63.18;3.0;1.0
7345;Cracow;589000.0;12818.0;45.95;2.0;2.0
7346;Cracow;789000.0;13185.0;59.84;3.0;3.0
7347;Cracow;579000.0;10158.0;57.0;2.0;1.0
7348;Cracow;559900.0;10978.0;51.0;3.0;8.0
7349;Cracow;1179000.0;14954.0;78.84;3.0;0.0
7324;Cracow;730000.0;11567.0;63.11;3.0;3.0
7350;Cracow;677000.0;14978.0;45.2;3.0;7.0
7323;Cracow;725000.0;10741.0;67.5;3.0;3.0
7320;Cracow;539000.0;9970.0;54.06;3.0;0.0
7293;Cracow;625000.0;10965.0;57.0;3.0;2.0
7294;Cracow;509000.0;12415.0;41.0;2.0;1.0
7296;Cracow;660000.0;8571.0;77.0;3.0;0.0
7297;Cracow;550000.0;15278.0;36.0;1.0;1.0
7298;Cracow;250000.0;15625.0;16.0;1.0;5.0
7299;Cracow;480000.0;12308.0;39.0;2.0;4.0
7300;Cracow;1250000.0;15244.0;82.0;3.0;5.0
7301;Cracow;735000.0;12250.0;60.0;2.0;3.0
7302;Cracow;574000.0;9931.0;57.8;3.0;1.0
7303;Cracow;559000.0;14098.0;39.65;2.0;2.0
7304;Cracow;599000.0;15184.0;39.45;2.0;2.0
7305;Cracow;619000.0;11463.0;54.0;3.0;0.0
7308;Cracow;793000.0;11493.0;69.0;4.0;10.0
7309;Cracow;499000.0;12171.0;41.0;3.0;0.0
7310;Cracow;379000.0;13536.0;28.0;1.0;3.0
7311;Cracow;719900.0;15650.0;46.0;2.0;6.0
7312;Cracow;647000.0;8339.0;77.59;3.0;0.0
7313;Cracow;899000.0;12035.0;74.7;3.0;1.0
7314;Cracow;569000.0;12489.0;45.56;2.0;3.0
7315;Cracow;395000.0;11286.0;35.0;2.0;0.0
7316;Cracow;1600000.0;11396.0;140.4;3.0;3.0
7317;Cracow;699000.0;10164.0;68.77;3.0;2.0
7319;Cracow;579000.0;14019.0;41.3;2.0;1.0
7322;Cracow;419000.0;12437.0;33.69;1.0;0.0
1732;Cracow;370000.0;11384.62;32.5;1.0;0.0
7353;Cracow;760000.0;12288.0;61.85;3.0;2.0
7355;Cracow;399000.0;8313.0;48.0;2.0;4.0
7055;Cracow;349000.0;9432.0;37.0;2.0;10.0
7054;Cracow;559000.0;11646.0;48.0;3.0;9.0
7053;Cracow;1242000.0;12009.0;103.42;5.0;1.0
7052;Cracow;480000.0;9357.0;51.3;2.0;3.0
7051;Cracow;445000.0;8518.0;52.24;3.0;0.0
7050;Cracow;579000.0;11353.0;51.0;4.0;1.0
7049;Cracow;460000.0;12432.0;37.0;2.0;6.0
7048;Cracow;572880.0;16500.0;34.72;2.0;3.0
7047;Cracow;590000.0;12292.0;48.0;2.0;1.0
7046;Cracow;660000.0;9257.0;71.3;3.0;0.0
7045;Cracow;423777.0;8200.0;51.68;3.0;1.0
7044;Cracow;474000.0;9985.0;47.47;2.0;5.0
7043;Cracow;535000.0;10963.0;48.8;2.0;3.0
7042;Cracow;516879.0;9900.0;52.21;2.0;2.0
7041;Cracow;499000.0;12413.0;40.2;2.0;5.0
7040;Cracow;526500.0;13500.0;39.0;2.0;0.0
7039;Cracow;955000.0;15917.0;60.0;3.0;2.0
7038;Cracow;697774.34;18049.0;38.66;2.0;1.0
7037;Cracow;542100.0;15000.0;36.14;1.0;1.0
7036;Cracow;449000.0;13379.0;33.56;1.0;1.0
7035;Cracow;429000.0;11917.0;36.0;2.0;9.0
7034;Cracow;499000.0;10184.0;49.0;2.0;2.0
7033;Cracow;461160.0;10800.0;42.7;2.0;0.0
7056;Cracow;450000.0;14223.0;31.64;1.0;2.0
7354;Cracow;1339000.0;16997.0;78.78;3.0;1.0
7057;Cracow;349000.0;12464.0;28.0;1.0;2.0
7382;Cracow;1251000.0;13900.0;90.0;3.0;3.0
7356;Cracow;189000.0;9450.0;20.0;1.0;2.0
7357;Cracow;405229.0;12100.0;33.49;2.0;4.0
7358;Cracow;550000.0;12222.0;45.0;3.0;7.0
7359;Cracow;660000.0;10614.0;62.18;3.0;2.0
7360;Cracow;1020000.0;11027.0;92.5;4.0;3.0
7361;Cracow;490000.0;11951.0;41.0;2.0;0.0
7362;Cracow;699000.0;11959.0;58.45;2.0;1.0
7363;Cracow;639000.0;11274.0;56.68;2.0;3.0
7364;Cracow;602718.0;10200.0;59.09;3.0;7.0
7365;Cracow;489500.0;14397.0;34.0;1.0;0.0
7366;Cracow;553000.0;11288.0;48.99;3.0;2.0
7367;Cracow;582112.0;9660.0;60.26;3.0;3.0
7368;Cracow;456425.0;12732.0;35.85;2.0;3.0
7369;Cracow;598665.0;10700.0;55.95;3.0;2.0
7371;Cracow;440000.0;9220.0;47.72;3.0;6.0
7372;Cracow;448760.0;13000.0;34.52;2.0;0.0
7373;Cracow;359840.0;13000.0;27.68;1.0;0.0
7374;Cracow;549250.0;12500.0;43.94;2.0;0.0
7375;Cracow;552840.0;12000.0;46.07;2.0;4.0
7376;Cracow;399900.0;13330.0;30.0;2.0;0.0
7377;Cracow;767083.0;10700.0;71.69;3.0;3.0
7378;Cracow;501060.0;10500.0;47.72;3.0;6.0
7381;Cracow;550000.0;8871.0;62.0;3.0;1.0
7383;Cracow;790000.0;18945.0;41.7;2.0;5.0
1731;Cracow;419000.0;11479.45;36.5;2.0;5.0
7058;Cracow;529000.0;10580.0;50.0;2.0;4.0
1729;Cracow;240000.0;8135.59;29.5;2.0;2.0
6712;Cracow;596000.0;10643.0;56.0;3.0;5.0
6711;Cracow;895000.0;9133.0;98.0;3.0;3.0
6710;Cracow;249000.0;9792.0;25.43;1.0;3.0
6709;Cracow;515000.0;10138.0;50.8;2.0;1.0
6708;Cracow;549000.0;11935.0;46.0;2.0;3.0
6707;Cracow;649000.0;10972.0;59.15;2.0;0.0
6706;Cracow;872830.0;12197.0;71.56;3.0;4.0
6705;Cracow;459000.0;12750.0;36.0;1.0;0.0
6704;Cracow;730000.0;16497.0;44.25;2.0;3.0
6703;Cracow;1010000.0;16458.0;61.37;2.0;2.0
6702;Cracow;760000.0;14340.0;53.0;2.0;3.0
6701;Cracow;330000.0;11240.0;29.36;2.0;1.0
6700;Cracow;590000.0;8415.0;70.11;3.0;5.0
6713;Cracow;534900.0;10407.0;51.4;2.0;0.0
6699;Cracow;945000.0;15000.0;63.0;3.0;4.0
6697;Cracow;370000.0;9136.0;40.5;1.0;0.0
6696;Cracow;410000.0;12424.0;33.0;1.0;3.0
6695;Cracow;673000.0;13460.0;50.0;3.0;3.0
6694;Cracow;631414.0;11900.0;53.06;3.0;0.0
6693;Cracow;529000.0;9594.0;55.14;3.0;3.0
6692;Cracow;605000.0;13750.0;44.0;4.0;0.0
6691;Cracow;269000.0;12227.0;22.0;1.0;1.0
6690;Cracow;889000.0;12884.0;69.0;3.0;3.0
6689;Cracow;1025000.0;11022.0;93.0;5.0;1.0
6688;Cracow;1079000.0;10276.0;105.0;4.0;1.0
6687;Cracow;399000.0;14778.0;27.0;1.0;1.0
6686;Cracow;1599999.0;19048.0;84.0;4.0;1.0
6685;Cracow;670000.0;12995.0;51.56;2.0;1.0
6698;Cracow;479000.0;12374.0;38.71;2.0;8.0
6684;Cracow;759000.0;18512.0;41.0;2.0;2.0
6714;Cracow;1149960.0;12966.0;88.69;4.0;4.0
6716;Cracow;580418.0;9750.0;59.53;3.0;3.0
1730;Cracow;638000.0;18228.57;35.0;2.0;1.0
6744;Cracow;1690000.0;14956.0;113.0;5.0;1.0
6743;Cracow;465000.0;11781.0;39.47;2.0;1.0
6742;Cracow;240000.0;8136.0;29.5;2.0;3.0
6741;Cracow;649000.0;13521.0;48.0;2.0;4.0
6740;Cracow;829000.0;10038.0;82.59;4.0;1.0
6739;Cracow;670000.0;11249.0;59.56;3.0;2.0
6738;Cracow;637561.0;10710.0;59.53;3.0;4.0
6737;Cracow;371524.0;9660.0;38.46;2.0;2.0
6736;Cracow;229000.0;10000.0;22.9;2.0;1.0
6735;Cracow;469000.0;9144.0;51.29;3.0;1.0
6734;Cracow;587000.0;10121.0;58.0;3.0;1.0
6733;Cracow;898000.0;9945.0;90.3;4.0;3.0
6715;Cracow;680000.0;11724.0;58.0;3.0;5.0
6732;Cracow;725571.0;9900.0;73.29;3.0;0.0
6730;Cracow;619000.0;10317.0;60.0;2.0;5.0
6729;Cracow;539000.0;13821.0;39.0;2.0;9.0
6728;Cracow;149000.0;11732.0;12.7;1.0;1.0
6727;Cracow;505000.0;13192.0;38.28;1.0;4.0
6726;Cracow;520000.0;8000.0;65.0;3.0;0.0
6725;Cracow;499000.0;10448.0;47.76;3.0;4.0
6724;Cracow;450000.0;8036.0;56.0;4.0;2.0
6723;Cracow;475000.0;10795.0;44.0;2.0;0.0
6722;Cracow;519000.0;15727.0;33.0;1.0;0.0
6721;Cracow;689000.0;10503.0;65.6;4.0;9.0
6719;Cracow;654000.0;11179.0;58.5;3.0;6.0
6718;Cracow;549000.0;11390.0;48.2;3.0;3.0
6717;Cracow;479999.0;9195.0;52.2;2.0;0.0
6731;Cracow;939000.0;14513.0;64.7;3.0;2.0
6683;Cracow;520000.0;10379.0;50.1;3.0;1.0
6720;Cracow;730000.0;10735.0;68.0;3.0;2.0
1705;Cracow;598000.0;14238.1;42.0;2.0;0.0
1694;Cracow;859000.0;13211.32;65.02;3.0;5.0
1695;Cracow;654000.0;11275.86;58.0;3.0;6.0
1696;Cracow;599000.0;9359.38;64.0;3.0;1.0
1697;Cracow;509000.0;14138.89;36.0;2.0;2.0
1698;Cracow;460000.0;13529.41;34.0;2.0;6.0
1699;Cracow;650000.0;11403.51;57.0;3.0;5.0
1700;Cracow;760000.0;12258.06;62.0;4.0;2.0
1701;Cracow;679000.0;11706.9;58.0;3.0;3.0
1726;Cracow;207000.0;8625.0;24.0;2.0;1.0
1725;Cracow;499000.0;14257.14;35.0;1.0;1.0
1702;Cracow;678000.0;14425.53;47.0;2.0;3.0
1703;Cracow;589000.0;12804.35;46.0;2.0;2.0
1704;Cracow;229000.0;11853.0;19.32;1.0;0.0
1693;Cracow;598400.0;11000.0;54.4;3.0;0.0
1724;Cracow;872830.0;12197.18;71.56;3.0;4.0
1707;Cracow;709000.0;12890.91;55.0;3.0;7.0
1708;Cracow;635000.0;10583.33;60.0;3.0;3.0
1709;Cracow;770000.0;11323.53;68.0;3.0;6.0
1710;Cracow;555000.0;12997.66;42.7;2.0;2.0
1711;Cracow;530000.0;11617.71;45.62;2.0;1.0
1712;Cracow;1200000.0;16216.22;74.0;3.0;0.0
1713;Cracow;790000.0;12950.82;61.0;3.0;6.0
1714;Cracow;390000.0;10632.5;36.68;2.0;0.0
1715;Cracow;680000.0;9315.07;73.0;4.0;1.0
1716;Cracow;899140.0;12526.33;71.78;4.0;0.0
1717;Cracow;459000.0;8912.62;51.5;3.0;2.0
1718;Cracow;69085710.0;18090.0;38.19;2.0;0.0
1719;Cracow;585000.0;11700.0;50.0;3.0;3.0
1706;Cracow;750000.0;10000.0;75.0;4.0;1.0
1721;Cracow;460000.0;8242.25;55.81;3.0;2.0
1692;Cracow;365000.0;13272.73;27.5;2.0;1.0
1690;Cracow;717800.0;10875.76;66.0;4.0;0.0
1691;Cracow;3290000.0;19467.46;169.0;4.0;2.0
1728;Cracow;194000.0;7293.23;26.6;1.0;0.0
1727;Cracow;149000.0;10642.86;14.0;1.0;2.0
1723;Cracow;219000.0;11288.66;19.4;1.0;2.0
1688;Cracow;897500.0;16318.18;55.0;3.0;7.0
1689;Cracow;639000.0;10823.17;59.04;3.0;1.0
1687;Cracow;1590000.0;12720.0;125.0;4.0;2.0
6464;Gdansk;543403.08;8532.0;63.69;3.0;1.0
6465;Gdansk;548669.0;10712.0;51.22;2.0;0.0
6467;Gdansk;865476.0;9940.0;87.07;4.0;0.0
6468;Gdansk;695000.0;9482.0;73.3;3.0;2.0
6469;Gdansk;740375.0;10352.0;71.52;4.0;2.0
6470;Gdansk;1199000.0;16653.0;72.0;4.0;10.0
6471;Gdansk;599000.0;12718.0;47.1;2.0;2.0
6472;Gdansk;465000.0;8581.0;54.19;2.0;2.0
6474;Gdansk;495000.0;13750.0;36.0;2.0;1.0
6475;Gdansk;830000.0;12029.0;69.0;3.0;0.0
6477;Gdansk;629500.0;13989.0;45.0;2.0;4.0
6478;Gdansk;449000.0;9052.0;49.6;2.0;2.0
6481;Gdansk;479000.0;8890.0;53.88;3.0;3.0
6482;Gdansk;499000.0;9415.0;53.0;3.0;3.0
6484;Gdansk;837000.0;9847.0;85.0;3.0;2.0
6486;Gdansk;579000.0;11304.0;51.22;3.0;1.0
6487;Gdansk;570000.0;8333.0;68.4;3.0;1.0
6488;Gdansk;599000.0;9205.0;65.07;3.0;2.0
6489;Gdansk;599000.0;13311.0;45.0;2.0;3.0
6490;Gdansk;620000.0;9779.0;63.4;3.0;3.0
6491;Gdansk;490000.0;10000.0;49.0;2.0;5.0
6476;Gdansk;829000.0;17515.0;47.33;2.0;0.0
6480;Gdansk;400000.0;9709.0;41.2;1.0;2.0
6428;Gdansk;548000.0;11488.0;47.7;2.0;1.0
6492;Gdansk;1200000.0;15209.0;78.9;2.0;3.0
6524;Gdansk;389000.0;12821.0;30.34;1.0;0.0
6523;Gdansk;365000.0;13519.0;27.0;1.0;4.0
6522;Gdansk;380000.0;11875.0;32.0;2.0;0.0
6521;Gdansk;585900.0;8400.0;69.75;3.0;2.0
6519;Gdansk;393390.0;9400.0;41.85;2.0;1.0
6518;Gdansk;507000.0;10181.0;49.8;2.0;2.0
6517;Gdansk;649000.0;12245.0;53.0;3.0;3.0
6516;Gdansk;318000.0;8480.0;37.5;2.0;2.0
6515;Gdansk;341500.0;9192.0;37.15;2.0;4.0
6514;Gdansk;489000.0;13397.0;36.5;1.0;2.0
6513;Gdansk;685000.0;9257.0;74.0;4.0;4.0
6512;Gdansk;895000.0;10252.0;87.3;4.0;1.0
6463;Gdansk;450000.0;7862.0;57.24;3.0;2.0
6511;Gdansk;649000.0;15023.0;43.2;2.0;2.0
6508;Gdansk;1069000.0;16249.0;65.79;3.0;0.0
6507;Gdansk;585000.0;13000.0;45.0;2.0;3.0
6506;Gdansk;899000.0;11409.0;78.8;3.0;2.0
6505;Gdansk;609000.0;9621.0;63.3;3.0;2.0
6503;Gdansk;620000.0;14352.0;43.2;2.0;4.0
6502;Gdansk;618000.0;10026.0;61.64;4.0;1.0
6501;Gdansk;540000.0;12000.0;45.0;2.0;2.0
6500;Gdansk;470000.0;10000.0;47.0;2.0;1.0
6498;Gdansk;870000.0;12614.0;68.97;3.0;1.0
6496;Gdansk;1150000.0;10648.0;108.0;4.0;1.0
6495;Gdansk;595000.0;12243.0;48.6;2.0;0.0
6493;Gdansk;600000.0;11765.0;51.0;2.0;1.0
6510;Gdansk;1999999.0;21739.0;92.0;4.0;0.0
6462;Gdansk;815000.0;12597.0;64.7;2.0;2.0
6440;Gdansk;700000.0;9067.0;77.2;2.0;4.0
6459;Gdansk;610000.0;14186.0;43.0;2.0;4.0
6405;Gdansk;398000.0;12675.0;31.4;1.0;1.0
6406;Gdansk;720000.0;10635.0;67.7;3.0;0.0
6407;Gdansk;657000.0;9000.0;73.0;3.0;2.0
6408;Gdansk;435000.0;8529.0;51.0;2.0;2.0
6409;Gdansk;829000.0;16607.0;49.92;3.0;5.0
6410;Gdansk;608000.0;10723.0;56.7;3.0;0.0
6411;Gdansk;649000.0;12658.0;51.27;2.0;1.0
6412;Gdansk;950000.0;14774.0;64.3;3.0;5.0
6413;Gdansk;399900.0;12900.0;31.0;2.0;0.0
6414;Gdansk;476000.0;9675.0;49.2;2.0;2.0
6415;Gdansk;599000.0;9301.0;64.4;3.0;3.0
6416;Gdansk;639000.0;11989.0;53.3;3.0;5.0
6417;Gdansk;550000.0;8972.0;61.3;3.0;4.0
6418;Gdansk;750000.0;10917.0;68.7;3.0;0.0
6420;Gdansk;370619.5;8950.0;41.41;2.0;1.0
6421;Gdansk;495000.0;15231.0;32.5;1.0;1.0
6423;Gdansk;699000.0;13980.0;50.0;2.0;6.0
6424;Gdansk;493402.0;9100.0;54.22;3.0;1.0
6425;Gdansk;1117000.0;16672.0;67.0;3.0;2.0
6426;Gdansk;579000.0;9047.0;64.0;3.0;2.0
6431;Gdansk;477000.0;12788.0;37.3;2.0;10.0
6430;Gdansk;495000.0;11485.0;43.1;2.0;1.0
6429;Gdansk;369000.0;11567.0;31.9;1.0;1.0
6404;Gdansk;699990.0;7007.0;99.9;4.0;3.0
6403;Gdansk;520000.0;11899.0;43.7;2.0;4.0
6525;Gdansk;510000.0;13421.0;38.0;3.0;2.0
6432;Gdansk;4400000.0;40538.0;108.54;4.0;3.0
6458;Gdansk;619000.0;11054.0;56.0;2.0;9.0
6457;Gdansk;433000.0;15745.0;27.5;1.0;5.0
6456;Gdansk;449000.0;11816.0;38.0;2.0;2.0
6455;Gdansk;639000.0;10650.0;60.0;4.0;5.0
6454;Gdansk;629000.0;10168.0;61.86;3.0;2.0
6453;Gdansk;449000.0;9374.0;47.9;2.0;4.0
6452;Gdansk;619000.0;12380.0;50.0;2.0;1.0
6451;Gdansk;477000.0;12487.0;38.2;2.0;0.0
6450;Gdansk;505000.0;12024.0;42.0;2.0;2.0
6448;Gdansk;385000.0;7594.0;50.7;2.0;0.0
6447;Gdansk;345500.0;8635.0;40.01;2.0;2.0
6460;Gdansk;519000.0;13658.0;38.0;3.0;2.0
6446;Gdansk;779000.0;16753.0;46.5;2.0;0.0
6444;Gdansk;316000.0;12640.0;25.0;1.0;0.0
6443;Gdansk;661000.0;13490.0;49.0;3.0;3.0
